Numero reference FREE	<RT951113>										
Prestation	MT1234										
Numero Requisitionne	33654342234										
Date de la requisition	2020-03-23 15h05m50s										
Debut de la Fadet	2019-12-01 11h11m11s										
Fin de la Fadet	2020-02-20 23h59m59s										
Nombre d'appels/sms/mms listes	667										
											
msisdn cible	type d'appel	complement type d'appel	sens d'appel	correspondant	renvoi	date	heure	duree(s)	sms status	imei cible	imsi cible
33654342234	SMS		emis	33656780789		13/02/2020	22:21:27		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:21:40		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:21:20		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:23:28		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:23:47		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:26:21		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:26:22		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:27:44		1		2,08911E+14
33654342234	LOC			33661375444		14/02/2020	07:23:05				2,08911E+14
33654342234	LOC			33661375444		14/02/2020	07:23:09				2,08911E+14
33654342234	VOIX		emis	33626076369		14/02/2020	07:22:42	108		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33656780789		14/02/2020	07:26:14	45		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		14/02/2020	07:27:43	38		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33662171557		14/02/2020	12:02:46	142		3,56779E+14	
33654342234	VOIX		emis	33678901234		14/02/2020	16:26:11	4		3,56779E+14	2,08911E+14
33654342234	LOC			33656780789		15/02/2020	07:26:26				2,08911E+14
33654342234	SMS		emis	33656780789		15/02/2020	07:26:26		1		2,08911E+14
33654342234	LOC			33656780789		15/02/2020	07:26:23				2,08911E+14
33654342234	SMS		emis	33656780789		15/02/2020	07:26:23		1		2,08911E+14
33654342234	VOIX		emis	33678901234		15/02/2020	07:42:21	5		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33656780789		15/02/2020	09:49:23	14		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		15/02/2020	13:21:25	13		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		15/02/2020	16:42:14	29		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		15/02/2020	16:23:26	15		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33771811199		15/02/2020	16:26:11	22		3,56779E+14	2,08911E+14
33654342234	LOC			33661375444		15/02/2020	16:26:17				2,08911E+14
33654342234	VOIX		emis	33678901234		15/02/2020	20:42:42	26		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		15/02/2020	20:21:46	14		3,56779E+14	
33654342234	SMS		emis	33661375444		15/02/2020	22:42:26		1		2,08911E+14
33654342234	SMS		emis	33661375444		15/02/2020	22:42:26		1		2,08911E+14
33654342234	VOIX		emis	33661375444		16/02/2020	07:26:18	10		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	3,80674E+11		16/02/2020	12:22:49	61		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		16/02/2020	16:20:25	54		3,56779E+14	
33654342234	VOIX		emis	33622286194		17/02/2020	09:26:47	375		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		17/02/2020	10:29:43	238		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		17/02/2020	16:46:44	13		3,56779E+14	
33654342234	SMS		emis	3,80674E+11		17/02/2020	22:47:10		1		2,08911E+14
33654342234	SMS		emis	3,80674E+11		17/02/2020	22:47:10		1		2,08911E+14
33654342234	VOIX		emis	33678901234		18/02/2020	09:42:15	6		3,56779E+14	
33654342234	VOIX		emis	33678901234		18/02/2020	09:46:13	21		3,56779E+14	
33654342234	VOIX		emis	3,80677E+11		18/02/2020	16:41:20	24		3,56779E+14	
33654342234	VOIX		emis	33689381111		18/02/2020	16:46:49	5		3,56779E+14	
33654342234	VOIX		emis	33689381111		18/02/2020	16:49:40	34		3,56779E+14	
33654342234	LOC			2043		18/02/2020	19:17:18				2,08911E+14
33654342234	LOC			2043		18/02/2020	19:17:19				2,08911E+14
33654342234	LOC			2043		18/02/2020	19:17:20				2,08911E+14
33654342234	LOC			2043		18/02/2020	19:17:21				2,08911E+14
33654342234	LOC			2043		18/02/2020	19:17:27				2,08911E+14
33654342234	SMS	otad	emis	2043		18/02/2020	19:17:27		1		2,08911E+14
33654342234	VOIX		emis	33678901234		18/02/2020	20:12:43	177		3,56779E+14	
33654342234	VOIX		emis	33661375444		19/02/2020	07:01:48	62		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		19/02/2020	07:17:22	31		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		19/02/2020	09:17:06	12		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		19/02/2020	17:19:20	33			2,08911E+14
33654342234	VOIX		emis	33661375444		19/02/2020	17:47:18	58		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		19/02/2020	19:11:03	27		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		20/02/2020	07:41:42	131		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		20/02/2020	07:47:08	27		3,56779E+14	2,08911E+14
33654342234	SMS		emis	33656780789		20/02/2020	09:42:43		1		2,08911E+14
33654342234	SMS		emis	33656780789		20/02/2020	09:42:43		1		2,08911E+14
33654342234	LOC			33689381111		20/02/2020	10:29:14				2,08911E+14
33654342234	VOIX		emis	33689381111		20/02/2020	12:02:48	67		3,56779E+14	2,08911E+14
33654342234	LOC			36180		20/02/2020	12:43:26				2,08911E+14
33654342234	LOC			36180		20/02/2020	12:43:40				2,08911E+14
33654342234	VOIX		emis	33678901234		20/02/2020	16:22:06	49		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		20/02/2020	17:46:17	171		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		20/02/2020	22:41:13	56			2,08911E+14
